tax	taxprio	taxprio_orig	taxo_id	patrimonial	invasif	Ordre	Family
Osmia ventralis	Osmia leaiana	Osmia leaiana	11429	0	0	Hyménoptères	Megachilidae
Ditricha guttularis	Dithryca guttularis	Dithryca guttularis	33753	0	0	Diptères	Tephritidae
Segestria senoculata	Segestria senoculata	Segestria senoculata	103076	0	0	Araignées	Segestriidae
Philodromus buxi	Philodromus buxi	Philodromus buxi	102406	0	0	Araignées	Philodromidae
Orchestes rufus	Orchestes rufus	Orchestes rufus	102134	0	0	Coléoptères	Curculionidae
Phyllocoptes sorbeus	Phyllocoptes sorbeus	Phyllocoptes sorbeus	102482	0	0	Acariens	Eriophyidae
Bergeronnette grise ssp nominale	Motacilla alba alba	Motacilla alba alba	15866	0	0	Oiseaux	Motacillidae
Helophilus sp.	Helophilus 	Helophilus sp.	2278	0	0	Diptères	Syrphidae
Chat sylvestre	Felis silvestris	Felis silvestris	12954	1	0	Mammifères	Felidae
Tétras-lyre	Tetrao tetrix	Tetrao tetrix	7371	1	0	Oiseaux	Tetraonidae
Bernache du canada	Branta canadensis	Branta canadensis	6521	0	1	Oiseaux	Anatidae
Grand corbeau	Corvus corax	Corvus corax	6670	1	0	Oiseaux	Corvidae
Busard saint-martin	Circus cyaneus	Circus cyaneus	6644	1	0	Oiseaux	Accipitridae
Engoulevent	Caprimulgus europaeus	Caprimulgus europaeus	6574	1	0	Oiseaux	Caprimulgidae
Cingle plongeur	Cinclus cinclus	Cinclus cinclus	6639	1	0	Oiseaux	Cinclidae
Aceria rosalia	Aceria rosalia	Aceria rosalia	32913	0	0	Acariens	Eriophyidae
Anacampsis obscurella	Anacampsis obscurella	Anacampsis obscurella	99309	0	0	Hétérocères	Gelechiidae
Magdalis linearis	Magdalis linearis	Magdalis linearis	101676	0	0	Coléoptères	Curculionidae
Selagia spadicella	Selagia spadicella	Selagia spadicella	103081	0	0	Hétérocères	Pyralidae
Psammotettix helvolus	Psammotettix helvolus	Psammotettix helvolus	102790	0	0	Homoptères	Cicadellidae
Artianus interstitialis	Artianus interstitialis	Artianus interstitialis	99580	0	0	Homoptères	Cicadellidae
Hardya tenuis	Hardya tenuis	Hardya tenuis	101098	0	0	Homoptères	Cicadellidae
Gymnetron villosulum	Gymnetron villosulum	Gymnetron villosulum	33230	0	0	Coléoptères	Curculionidae
Eumerus sp.	Eumerus 	Eumerus sp.	2275	0	0	Diptères	Syrphidae
Acidalie maigre	Idaea antiquaria	Idaea antiquaria	7734	0	0	Hétérocères	Geometridae
Acleris lipsiana	Acleris lipsiana	Acleris lipsiana	99086	0	0	Hétérocères	Tortricidae
Acleris sp.	Acleris 	Acleris sp.	33873	0	0	Hétérocères	Tortricidae
Ophiomyia pulicaria	Ophiomyia pulicaria	Ophiomyia pulicaria	102109	0	0	Diptères	Agromyzidae
Priocnemis exaltata	Priocnemis exaltata	Priocnemis exaltata	10909	0	0	Hyménoptères	Pompilidae
Anteon sp.	Anteon 	Anteon sp.	2961	0	0	Hyménoptères	Dryinidae
Simo sp.	Simo 	Simo sp.	103117	0	0	Coléoptères	Curculionidae
Athous subfuscus	Athous subfuscus	Athous subfuscus	99610	0	0	Coléoptères	Elateridae
Anidorus nigrinus	Anidorus nigrinus	Anidorus nigrinus	99361	0	0	Coléoptères	Aderidae
Luperus sp.	Luperus 	Luperus sp.	35792	0	0	Coléoptères	Chrysomelidae
Acompocoris pygmaeus	Acompocoris pygmaeus	Acompocoris pygmaeus	9957	0	0	Hétéroptères	Anthocoridae
Gilpinia variegata	Gilpinia variegata	Gilpinia variegata	12766	0	0	Hyménoptères	Diprionidae
Cacoecimorpha pronubana	Cacoecimorpha pronubana	Cacoecimorpha pronubana	99793	0	0	Hétérocères	Tortricidae
Leucospilapteryx omissella	Leucospilapteryx omissella	Leucospilapteryx omissella	101503	0	0	Hétérocères	Gracillariidae
Harpalus rufipalpis	Harpalus rufipalpis	Harpalus rufipalpis	30768	0	0	Coléoptères	Carabidae
Aulagromyza sp.	Aulagromyza 	Aulagromyza sp.	99637	0	0	Diptères	Agromyzidae
Bec-croisé perroquet	Loxia pytyopsittacus	Loxia pytyopsittacus	6952	0	0	Oiseaux	Fringillidae
Phytosciara sp.	Phytosciara 	Phytosciara sp.	102619	0	0	Diptères	Sciaridae
Kalcapion pallipes	Kalcapion pallipes	Kalcapion pallipes	101351	0	0	Coléoptères	Curculionidae
Aceria artemisiae	Aceria artemisiae	Aceria artemisiae	32846	0	0	Acariens	Eriophyidae
Tenthredo brevicornis	Tenthredo brevicornis	Tenthredo brevicornis	11950	0	0	Hyménoptères	Tenthredinidae
Eriophyes aucupariae	Eriophyes sorbi	Eriophyes sorbi	33066	0	0	Acariens	Eriophyidae
Pelenomus quadricorniger	Pelenomus quadricorniger	Pelenomus quadricorniger	102347	0	0	Coléoptères	Curculionidae
Cacopsylla ulmi	Cacopsylla ulmi	Cacopsylla ulmi	15442	0	0	Homoptères	Psyllidae
Acodiplosis pulicariae	Acodiplosis pulicariae	Acodiplosis pulicariae	99093	0	0	Diptères	Cecidomyiidae
Dasineura angelicae	Dasineura angelicae	Dasineura angelicae	100409	0	0	Diptères	Cecidomyiidae
Tipula subg. Savtshenkia	Tipula subg. Savtshenkia	Tipula subg. Savtshenkia	103546	0	0	Diptères	Tipulidae
Conomelus sp.	Conomelus 	Conomelus sp.	100242	0	0	Homoptères	Delphacidae
Eilema sp.	Eilema 	Eilema sp.	1643	0	0	Hétérocères	Arctiidae
Sphongilla lacustris	Sphongilla lacustris	Sphongilla lacustris	103177	0	0	Bryozoaires	
Heterarthrus microcephalus	Heterarthrus microcephalus	Heterarthrus microcephalus	11741	0	0	Hyménoptères	Tenthredinidae
Rhopalopyx sp.	Rhopalopyx 	Rhopalopyx sp.	102968	0	0	Homoptères	Cicadellidae
Agromyza lithospermi	Agromyza lithospermi	Agromyza lithospermi	99218	0	0	Diptères	Agromyzidae
Goniozus distigmus	Goniozus distigmus	Goniozus distigmus	101033	0	0	Hyménoptères	Bethylidae
Ophiomyia maura	Ophiomyia maura	Ophiomyia maura	102108	0	0	Diptères	Agromyzidae
Stenoptilia zophodactylus	Stenoptilia zophodactylus	Stenoptilia zophodactylus	103220	0	0	Hétérocères	Pterophoridae
Thecophora cinerascens	Thecophora cinerascens	Thecophora cinerascens	103488	0	0	Diptères	Conopidae
Amara nitida	Amara nitida	Amara nitida	29961	0	0	Coléoptères	Carabidae
Furcula bifida	Furcula bifida	Furcula bifida	8324	0	0	Hétérocères	Notodontidae
Nematus salicis	Nematus salicis	Nematus salicis	12488	0	0	Hyménoptères	Tenthredinidae
Cidarie agate	Eulithis testata	Eulithis testata	7657	0	0	Hétérocères	Geometridae
Larus michahellis	Larus michahellis	Larus michahellis	6925	0	0	Oiseaux	Laridae
Jaapiella schmidti	Jaapiella schmidti	Jaapiella schmidti	33545	0	0	Diptères	Cecidomyiidae
Eupteryx curtisii	Eupteryx curtisii	Eupteryx curtisii	100847	0	0	Homoptères	Cicadellidae
Hemerobius nitidulus	Hemerobius nitidulus	Hemerobius nitidulus	101134	0	0	Névroptères	Hemerobiidae
Ostearius melanopygius	Ostearius melanopygius	Ostearius melanopygius	102160	0	0	Araignées	
Punaise nébuleuse	Punaise nébuleuse	Punaise nébuleuse	102855	0	0	Hétéroptères	Pentatomidae
Dasineura ruebsaameni	Dasineura ruebsaameni	Dasineura ruebsaameni	33471	0	0	Diptères	Cecidomyiidae
Monarthropalpus flavus	Monarthropalpus flavus	Monarthropalpus flavus	33608	0	0	Diptères	Cecidomyiidae
Dasineura periclymeni	Dasineura periclymeni	Dasineura periclymeni	100423	0	0	Diptères	Cecidomyiidae
Eriophyes lissonotus	Eriophyes lissonotus	Eriophyes lissonotus	33053	0	0	Acariens	Eriophyidae
Subanguina agrostidis	Subanguina agrostidis	Subanguina agrostidis	103351	0	0	Nématodes	Anguinidae
Adelges abietis	Sacchiphantes abietis	Sacchiphantes abietis	33940	0	0	Homoptères	Adelgidae
Cryptococcus fagisuga	Cryptococcus fagisuga	Cryptococcus fagisuga	100321	0	0	Hémiptères	Eriococcidae
Aceria peucedani	Aceria peucedani	Aceria peucedani	32908	0	0	Acariens	Eriophyidae
Aulacidea tragopogonis	Aulacidea tragopogonis	Aulacidea tragopogonis	99627	0	0	Hyménoptères	Cynipidae
Myzus ajugae	Myzus ajugae	Myzus ajugae	34077	0	0	Homoptères	Aphididae
Contarinia nicolyi	Contarinia nicolyi	Contarinia nicolyi	100259	0	0	Diptères	Cecidomyiidae
Tenthredopsis sp.	Tenthredopsis 	Tenthredopsis sp.	3228	0	0	Hyménoptères	Tenthredinidae
Platycis minutus	Platycis minutus	Platycis minutus	102661	0	0	Coléoptères	Lycidae
Eriosoma lanigerum	Eriosoma lanigerum	Eriosoma lanigerum	34035	0	0	Homoptères	Aphididae
Phytomyza spinaciae	Phytomyza spinaciae	Phytomyza spinaciae	102608	0	0	Diptères	Agromyzidae
Hemaris sp.	Hemaris 	Hemaris sp.	2063	0	0	Hétérocères	Sphingidae
Pachytodes cerambyciformis	Pachytodes cerambyciformis	Pachytodes cerambyciformis	102234	0	0	Coléoptères	Tettigoniidae
Craspedolepta sp.	Craspedolepta 	Craspedolepta sp.	3925	0	0	Homoptères	Aphalaridae
Orthotylus tenellus	Orthotylus tenellus	Orthotylus tenellus	9459	0	0	Hétéroptères	Miridae
Myzus persicae	Myzus persicae	Myzus persicae	34082	0	0	Homoptères	Aphididae
Otiorhynchus crataegi	Otiorhynchus crataegi	Otiorhynchus crataegi	102168	0	0	Coléoptères	Curculionidae
Livia juncorum	Livia junci	Livia junci	15412	0	0	Homoptères	Liviidae
Cathormiocerus aristatus	Cathormiocerus aristatus	Cathormiocerus aristatus	99892	0	0	Coléoptères	Curculionidae
Gilpinia sp.	Gilpinia 	Gilpinia sp.	3245	0	0	Hyménoptères	Diprionidae
Phytosciara macrotricha	Phytosciara macrotricha	Phytosciara macrotricha	102618	0	0	Diptères	Sciaridae
Scrobipalpula tussilaginis	Scrobipalpula tussilaginis	Scrobipalpula tussilaginis	103065	0	0	Hétérocères	Gelechiidae
Neodiprion sertifer	Neodiprion sertifer	Neodiprion sertifer	12755	0	0	Hyménoptères	Diprionidae
Acetropis carinata	Acetropis carinata	Acetropis carinata	9334	0	0	Hétéroptères	Miridae
Hexomyza cecidogena	Hexomyza cecidogena	Hexomyza cecidogena	101161	0	0	Diptères	Agromyzidae
Phyllocoptes gibbosus	Epitrimerus gibbosus	Epitrimerus gibbosus	33017	0	0	Acariens	Eriophyidae
Aceria calycophtira	Acalitus calycophthirus	Acalitus calycophthirus	32832	0	0	Acariens	Eriophyidae
Limotettix striola	Limotettix striola	Limotettix striola	101534	0	0	Homoptères	Cicadellidae
Teratocoris sp.	Teratocoris 	Teratocoris sp.	2562	0	0	Hétéroptères	Miridae
Tetramesa brevicollis	Tetramesa brevicollis	Tetramesa brevicollis	34422	0	0	Hyménoptères	Eurytomidae
Kelisia vittipennis	Kelisia vittipennis	Kelisia vittipennis	101360	0	0	Homoptères	Delphacidae
Nothodelphax distinctus	Nothodelphax distinctus	Nothodelphax distinctus	102002	0	0	Homoptères	Delphacidae
Laccobius obscuratus	Laccobius obscuratus	Laccobius obscuratus	8841	0	0	Coléoptères	Hydrophilidae
Dyschiriodes aeneus	Dyschiriodes aeneus	Dyschiriodes aeneus	30876	0	0	Coléoptères	Carabidae
Micronecta scholtzi	Micronecta scholtzi	Micronecta scholtzi	9703	0	0	Hétéroptères	Corixidae
Poecilobothrus nobilitatus	Poecilobothrus nobilitatus	Poecilobothrus nobilitatus	102696	0	0	Diptères	Dolichopodidae
Palloptera umbellatarum	Palloptera umbellatarum	Palloptera umbellatarum	102249	0	0	Diptères	Pallopteridae
Musca domestica	Musca domestica	Musca domestica	101874	0	0	Diptères	Muscidae
Chthonius ischnocheles	Chthonius ischnocheles	Chthonius ischnocheles	100060	0	0	Pseudoscorpions	Chthoniidae
Crossocerus walkeri	Crossocerus walkeri	Crossocerus walkeri	11093	0	0	Hyménoptères	Crabronidae
Aritranis director	Aritranis director	Aritranis director	99562	0	0	Hyménoptères	Ichneumonidae
Agriotes gallicus	Agriotes gallicus	Agriotes gallicus	99179	0	0	Coléoptères	Elateridae
Solenopsis fugax	Solenopsis fugax	Solenopsis fugax	11634	0	0	Hyménoptères	Formicidae
Arachnospila sp.	Arachnospila 	Arachnospila sp.	3010	0	0	Hyménoptères	Pompilidae
Evagetes proximus	Evagetes proximus	Evagetes proximus	10960	0	0	Hyménoptères	Pompilidae
Platymetopius major	Platymetopius major	Platymetopius major	102667	0	0	Homoptères	Cicadellidae
Perilampus nitens	Perilampus nitens	Perilampus nitens	102366	0	0	Hyménoptères	Perilampidae
Torymus chloromerus	Torymus chloromerus	Torymus chloromerus	103566	0	0	Hyménoptères	Torymidae
Eurytoma compressa	Eurytoma compressa	Eurytoma compressa	100877	0	0	Hyménoptères	Eurytomidae
Bombus lucorum	Bombus terrestris/lucorum	Bombus terrestris/lucorum	99723	0	0	Hyménoptères	Apidae
Erastrie noirâtre	Deltote deceptoria	Deltote deceptoria	8065	0	0	Hétérocères	Noctuidae
Lasioptera berberina	Lasioptera berberina	Lasioptera berberina	101423	0	0	Diptères	Cécidomyidae
Coleophora trifariella	Coleophora trifariella	Coleophora trifariella	100224	0	0	Hétérocères	Coleophoridae
Phytomyza brunnipes	Phytomyza brunnipes	Phytomyza brunnipes	102572	0	0	Diptères	Agromyzidae
Pales pavida	Pales pavida	Pales pavida	102244	0	0	Diptères	Tachinidae
Stigmella assimilella	Stigmella assimilella	Stigmella assimilella	103273	0	0	Hétérocères	Nepticulidae
Capua vulgana	Capua vulgana	Capua vulgana	99874	0	0	Hétérocères	Tortricidae
Paramesia gnomana	Paramesia gnomana	Paramesia gnomana	102289	0	0	Hétérocères	Tortricidae
Rhopobota myrtillana	Rhopobota myrtillana	Rhopobota myrtillana	102971	0	0	Hétérocères	Tortricidae
Noctuidae sp.	Noctuidae 	Noctuidae sp.	101995	0	0	Hétérocères	Noctuidae
Oligotricha striata	Oligotricha striata	Oligotricha striata	102070	0	0	Trichoptères	Phryganeidae
Brocatelle d''or	Camptogramma bilineata	Camptogramma bilineata	7588	0	0	Hétérocères	Geometridae
Phytomyza podagrariae	Phytomyza podagrariae	Phytomyza podagrariae	102598	0	0	Diptères	Agromyzidae
Liriomyza sonchi/puella	Liriomyza sonchi/puella	Liriomyza sonchi/puella	101569	0	0	Diptères	Agromyzidae
Minyriolus pusillus	Minyriolus pusillus	Minyriolus pusillus	101823	0	0	Araignées	Linyphiidae
Stenus nigritulus	Stenus nigritulus	Stenus nigritulus	103244	0	0	Coléoptères	Staphylinidae
Cryptolestes sp.	Cryptolestes 	Cryptolestes sp.	100323	0	0	Coléoptères	Laemophloeidae
Microctenonyx subitaneus	Microctenonyx subitaneus	Microctenonyx subitaneus	101796	0	0	Araignées	Linyphiidae
Lycoperdina bovistae	Lycoperdina bovistae	Lycoperdina bovistae	101615	0	0	Coléoptères	Endomychidae
Chaetocnema confusa	Chaetocnema confusa	Chaetocnema confusa	36263	0	0	Coléoptères	Chrysomelidae
Tachyporus atriceps	Tachyporus atriceps	Tachyporus atriceps	103399	0	0	Coléoptères	Staphylinidae
Lithobius agilis	Lithobius agilis	Lithobius agilis	101579	0	0	Chilopodes	Lithobiidae
Tachyporus ruficollis	Tachyporus ruficollis	Tachyporus ruficollis	103406	0	0	Coléoptères	Staphylinidae
Aphanisticus pusillus	Aphanisticus pusillus	Aphanisticus pusillus	99437	0	0	Coléoptères	Buprestidae
Kelisia hagemini	Kelisia hagemini	Kelisia hagemini	101354	0	0	Homoptères	Delphacidae
Leptothorax parvulus	Temnothorax parvulus	Temnothorax parvulus	11643	0	0	Hyménoptères	Formicidae
Caliadurgus fasciatellus	Caliadurgus fasciatellus	Caliadurgus fasciatellus	10898	0	0	Hyménoptères	Pompilidae
Sphecodes niger	Sphecodes niger	Sphecodes niger	11349	0	0	Hyménoptères	Halictidae
Tachina nupta	Tachina nupta	Tachina nupta	103388	0	0	Diptères	Tachinidae
Ponera testacea	Ponera testacea	Ponera testacea	11652	0	0	Hyménoptères	Formicidae
Globiceps sphaegiformis	Globiceps sphaegiformis	Globiceps sphaegiformis	9338	0	0	Hétéroptères	Miridae
Rophites quinquespinosus	Rophites quinquespinosus	Rophites quinquespinosus	11361	1	0	Hyménoptères	Halictidae
Batracomorphus irroratus	Batracomorphus irroratus	Batracomorphus irroratus	99675	0	0	Homoptères	Cicadellidae
Placotettix taeniatifrons	Placotettix taeniatifrons	Placotettix taeniatifrons	102644	0	0	Homoptères	Cicadellidae
Anser fabalis	Anser fabalis	Anser fabalis	6455	0	0	Oiseaux	Anatidae
Clubiona germanica	Clubiona germanica	Clubiona germanica	100137	0	0	Araignées	Clubionidae
Paidiscura pallens	Paidiscura pallens	Paidiscura pallens	102243	0	0	Araignées	Theridiidae
Hyperaspis concolor	Hyperaspis concolor	Hyperaspis concolor	101244	0	0	Coccinelles	Scymninae
Centromerus serratus	Centromerus serratus	Centromerus serratus	99918	0	0	Araignées	Linyphiidae
Leptinus testaceus	Leptinus testaceus	Leptinus testaceus	101470	0	0	Coléoptères	Leiodidae
Stagnicola palustris	Stagnicola palustris	Stagnicola palustris	13119	0	0	Mollusques Gastérop.	Lymnaeidae
Calamotropha paludella	Calamotropha paludella	Calamotropha paludella	99804	0	0	Hétérocères	Crambidae
Cerodontha luzulae	Cerodontha luzulae	Cerodontha luzulae	99943	0	0	Diptères	Agromyzidae
Hemerobius stigma	Hemerobius stigma	Hemerobius stigma	101137	0	0	Névroptères	Hemerobiidae
Parthenolecanium corni	Parthenolecanium corni	Parthenolecanium corni	102327	0	0	Homoptères	Coccidae
Hygronoma dimidiata	Hygronoma dimidiata	Hygronoma dimidiata	101203	0	0	Coléoptères	Staphylinidae
Lithobius sp.	Lithobius 	Lithobius sp.	101585	0	0	Chilopodes	Lithobiidae
Dasineura subterranea	Dasineura subterranea	Dasineura subterranea	100426	0	0	Diptères	Cecidomyiidae
Polydesmus gallicus	Polydesmus gallicus	Polydesmus gallicus	102708	0	0	Diplopodes	Polydesmidae
Haplophthalmus mengei	Haplophthalmus mengei	Haplophthalmus mengei	101095	0	0	Isopodes	Trichoniscidae
Kateretes sp.	Kateretes 	Kateretes sp.	101352	0	0	Coléoptères	Kateretidae
Julus scandinavius	Julus scandinavius	Julus scandinavius	101346	0	0	Diplopodes	Julidae
Phyllotreta sp.	Phyllotreta 	Phyllotreta sp.	35831	0	0	Coléoptères	Chrysomelidae
Hadrobregmus denticollis	Hadrobregmus denticollis	Hadrobregmus denticollis	101079	0	0	Coléoptères	Anobiidae
Lonchaea sylvatica	Lonchaea sylvatica	Lonchaea sylvatica	101599	0	0	Diptères	Lonchaeidae
Enicmus transversus	Enicmus transversus	Enicmus transversus	100721	0	0	Coléoptères	Latridiidae
Siagonium quadricorne	Siagonium quadricorne	Siagonium quadricorne	103103	0	0	Coléoptères	Staphylinidae
Otites guttata	Otites guttata	Otites guttata	102183	0	0	Diptères	Ulidiidae
Macrosiphum euphorbiae	Macrosiphum euphorbiae	Macrosiphum euphorbiae	101654	0	0	Homoptères	Aphididae
Ischnosoma splendens	Ischnosoma splendens	Ischnosoma splendens	101313	0	0	Coléoptères	Staphylinidae
Discomyza incurva	Discomyza incurva	Discomyza incurva	100540	0	0	Diptères	Ephydridae
Amara spreta	Amara spreta	Amara spreta	29996	0	0	Coléoptères	Carabidae
Phratora atrovirens	Phratora atrovirens	Phratora atrovirens	35718	0	0	Coléoptères	Chrysomelidae
Microchrysa cyaneiventris	Microchrysa cyaneiventris	Microchrysa cyaneiventris	101793	0	0	Diptères	Stratiomyidae
Thecabius affinis	Thecabius affinis	Thecabius affinis	34133	0	0	Homoptères	Aphididae
Rhadinoceraea micans	Rhadinoceraea micans	Rhadinoceraea micans	11829	0	0	Hyménoptères	Tenthredinidae
Aulacidea follioti	Aulacidea follioti	Aulacidea follioti	99626	0	0	Hyménoptères	Cynipidae
Contarinia tremulae	Contarinia tremulae	Contarinia tremulae	100264	0	0	Diptères	Cecidomyiidae
Aphalara polygoni	Aphalara polygoni	Aphalara polygoni	15399	0	0	Homoptères	Aphalaridae
Brachyarthrum limitatum	Brachyarthrum limitatum	Brachyarthrum limitatum	9496	0	0	Hétéroptères	Miridae
Sardius argus	Sardius argus	Sardius argus	103028	0	0	Homoptères	Cicadellidae
Hylaeus rinki	Hylaeus rinki	Hylaeus rinki	11175	0	0	Hyménoptères	Colletidae
Pipizella pennina	Pipizella pennina	Pipizella pennina	10508	0	0	Diptères	Syrphidae
Asphondylia ervi	Asphondylia ervi	Asphondylia ervi	33326	0	0	Diptères	Cecidomyiidae
Formica clara	Formica clara	Formica clara	11573	0	0	Hyménoptères	Formicidae
Oxychilus navarricus	Oxychilus navarricus	Oxychilus navarricus	13131	0	0	Mollusques Gastérop.	Oxychilidae
Epinotia nanana	Epinotia nanana	Epinotia nanana	100748	0	0	Hétérocères	Tortricidae
Tichodrome échelette	Tichodroma muraria	Tichodroma muraria	7381	0	0	Oiseaux	Tichodromidae
Crossocerus barbipes	Crossocerus barbipes	Crossocerus barbipes	100313	0	0	Hyménoptères	Crabronidae
Parna sp.	Parna 	Parna sp.	3200	0	0	Hyménoptères	Tenthredinidae
Coleophora gryphipennella	Coleophora gryphipennella	Coleophora gryphipennella	100195	0	0	Hétérocères	Coleophoridae
Stiroma sp.	Stiroma 	Stiroma sp.	103325	0	0	Homoptères	Delphacidae
Trochulus sp.	Trochulus 	Trochulus sp.	3431	0	0	Mollusques Gastérop.	Hygromiidae
Rhinoncus inconspectus	Rhinoncus inconspectus	Rhinoncus inconspectus	102948	0	0	Coléoptères	Curculionidae
Tuponia hippophaes	Tuponia hippophaes	Tuponia hippophaes	9463	0	0	Hétéroptères	Miridae
Mompha terminella	Mompha terminella	Mompha terminella	101851	0	0	Hétérocères	Momphidae
Calybites phasianipennella	Calybites phasianipennella	Calybites phasianipennella	99835	0	0	Hétérocères	Gracillariidae
Micropeza corrigiolata	Micropeza corrigiolata	Micropeza corrigiolata	101804	0	0	Diptères	Micropezidae
Antherophagus pallens	Antherophagus pallens	Antherophagus pallens	99400	0	0	Coléoptères	Cryptophagidae
Phyllocolpa polita	Phyllocolpa polita	Phyllocolpa polita	102479	0	0	Hyménoptères	Tenthredinidae
Psylla fusca	Psylla fusca	Psylla fusca	15452	0	0	Homoptères	Psyllidae
Thecophora atra sensu lato	Thecophora atra sensu lato	Thecophora atra sensu lato	103486	0	0	Diptères	Conopidae
Elymana sulphurella	Elymana sulphurella	Elymana sulphurella	100690	0	0	Homoptères	Cicadellidae
Merrifieldia baliodactylus	Merrifieldia baliodactylus	Merrifieldia baliodactylus	101762	0	0	Hétérocères	Pterophoridae
Dolerus brevicornis	Dolerus brevicornis	Dolerus brevicornis	100553	0	0	Hyménoptères	Tenthredinidae
Aceria macrotricha	Aculops macrotrichus	Aculops macrotrichus	32945	0	0	Acariens	Eriophyidae
Leopoldius coronatus	Leopoldius coronatus	Leopoldius coronatus	101455	0	0	Diptères	Conopidae
Arctophila bombiforme	Arctophila bombiforme	Arctophila bombiforme	10400	0	0	Diptères	Syrphidae
Plecotus austriacus	Plecotus austriacus	Plecotus austriacus	12913	1	0	Mammifères	Vespertilionidae
Omalus bidentulus	Omalus bidentulus	Omalus bidentulus	10792	0	0	Hyménoptères	Chrysididae
Euscelidius variegatus	Euscelidius variegatus	Euscelidius variegatus	100882	0	0	Homoptères	Cicadellidae
Eurytoma sp.	Eurytoma 	Eurytoma sp.	100878	0	0	Hyménoptères	Eurytomidae
Psenulus schencki	Psenulus schencki	Psenulus schencki	10997	0	0	Hyménoptères	Crabronidae
Chirosia signata	Chirosia betuleti	Chirosia betuleti	33303	0	0	Diptères	Anthomyiidae
Euthycera chaerophylli	Euthycera chaerophylli	Euthycera chaerophylli	100890	0	0	Diptères	Sciomyzidae
Rhopalomyia sp.	Rhopalomyia artemisiae	Rhopalomyia artemisiae	33680	0	0	Diptères	Cecidomyiidae
Contarinia sorbi	Contarinia sorbi	Contarinia sorbi	33393	0	0	Diptères	Cecidomyiidae
Macrolabis hieracii	Macrolabis hieracii	Macrolabis hieracii	101637	0	0	Diptères	Cecidomyiidae
Pélican frisé	Pelecanus crispus	Pelecanus crispus	7098	0	0	Oiseaux	Pelecanidae
Coryphium angusticolle	Coryphium angusticolle	Coryphium angusticolle	100285	0	0	Coléoptères	Staphylinidae
Cerylon deplanatum	Cerylon deplanatum	Cerylon deplanatum	99947	0	0	Coléoptères	Cerylonidae
Nudobius lentus	Nudobius lentus	Nudobius lentus	102017	0	0	Coléoptères	Staphylinidae
Allantus truncatus	Allantus truncatus	Allantus truncatus	11808	0	0	Hyménoptères	Tenthredinidae
Acericerus vittifrons	Acericerus vittifrons	Acericerus vittifrons	99067	0	0	Homoptères	Cicadellidae
Ditula angustiorana	Ditula angustiorana	Ditula angustiorana	100549	0	0	Hétérocères	Tortricidae
Brachythops flavens	Brachythops flavens	Brachythops flavens	99755	0	0	Hyménoptères	Tenthredinidae
Segestria bavarica	Segestria bavarica	Segestria bavarica	103075	0	0	Araignées	Segestriidae
Cyphon padi	Cyphon padi	Cyphon padi	8858	0	0	Coléoptères	Scirtidae
Cyphon ruficeps	Cyphon ruficeps	Cyphon ruficeps	8862	0	0	Coléoptères	Scirtidae
Cyphon hilaris	Cyphon hilaris	Cyphon hilaris	8856	0	0	Coléoptères	Scirtidae
Perilampus chrysonotus	Perilampus chrysonotus	Perilampus chrysonotus	102364	0	0	Hyménoptères	Perilampidae
Aphalara exilis	Aphalara exilis	Aphalara exilis	15396	0	0	Homoptères	Aphalaridae
Calosota aestivalis	Calosota aestivalis	Calosota aestivalis	99834	0	0	Hyménoptères	Eupelmidae
Anacampsis populella	Anacampsis populella	Anacampsis populella	99310	0	0	Hétérocères	Gelechiidae
Pitedia pinicola	Chlorochroa pinicola	Chlorochroa pinicola	9878	0	0	Hétéroptères	Pentatomidae
Geotrupes vernalis	Geotrupes vernalis	Geotrupes vernalis	100987	0	0	Coléoptères	Geotrupidae
Xylota pigra	Chalcosyrphus piger	Chalcosyrphus piger	10252	0	0	Diptères	Syrphidae
Paederus brevipennis	Paederus brevipennis	Paederus brevipennis	102236	0	0	Coléoptères	Staphylinidae
Zyginella sp	Zyginella sp	Zyginella sp	103804	0	0	Homoptères	Cicadellidae
Aschistonyx carpinicolus	Aschistonyx carpinicolus	Aschistonyx carpinicolus	33324	0	0	Diptères	Cecidomyiidae
Coleophora saponariella	Coleophora saponariella	Coleophora saponariella	100217	0	0	Hétérocères	Coleophoridae
Eurycolpus flaveolus	Eurycolpus flaveolus	Eurycolpus flaveolus	9331	0	0	Hétéroptères	Miridae
Dibolia foersteri	Dibolia foersteri	Dibolia foersteri	36307	0	0	Coléoptères	Chrysomelidae
Eupithecia extraversaria	Eupithecia extraversaria	Eupithecia extraversaria	7674	0	0	Hétérocères	Geometridae
Monoctenus juniperi	Monoctenus juniperi	Monoctenus juniperi	12752	0	0	Hyménoptères	Diprionidae
Calathus micropterus	Calathus micropterus	Calathus micropterus	29700	0	0	Coléoptères	Carabidae
Musca autumnalis	Musca autumnalis	Musca autumnalis	101873	0	0	Diptères	Muscidae
Cerylon histeroides	Cerylon histeroides	Cerylon histeroides	99950	0	0	Coléoptères	Cerylonidae
Stenus flavipes	Stenus flavipes	Stenus flavipes	103236	0	0	Coléoptères	Staphylinidae
Catops tristis	Catops tristis	Catops tristis	99896	0	0	Coléoptères	Leiodidae
Anotylus rugosus	Anotylus rugosus	Anotylus rugosus	99384	0	0	Coléoptères	Staphylinidae
Quedius sp.	Quedius 	Quedius sp.	102890	0	0	Coléoptères	Staphylinidae
